touchpoint_id,customer_id,timestamp,campaign_id,channel_id
T000190,C00115,2025-10-31 00:00:00,CMP002,CH01
T000191,C00115,2025-11-07 17:27:00,CMP001,CH01
T000192,C00115,2025-11-15 03:19:00,CMP005,CH03
T000193,C00116,2025-12-26 00:00:00,CMP002,CH01
T000194,C00116,2026-01-01 09:42:00,CMP004,CH02
T000195,C00117,2025-06-30 00:00:00,CMP003,CH02
T000196,C00117,2025-07-04 10:28:00,CMP002,CH01
T000197,C00118,2025-08-18 00:00:00,CMP005,CH03
T000198,C00118,2025-08-25 17:14:00,CMP001,CH01
T000199,C00119,2025-03-15 00:00:00,CMP002,CH01
T000200,C00119,2025-03-18 10:49:00,CMP004,CH02
T000201,C00120,2025-10-19 00:00:00,CMP005,CH03
T000202,C00121,2025-01-20 00:00:00,CMP004,CH02
T000203,C00121,2025-01-21 11:42:00,CMP005,CH03
T000204,C00122,2025-04-14 00:00:00,CMP002,CH01
T000205,C00122,2025-04-19 19:49:00,CMP002,CH01
T000206,C00122,2025-04-21 12:01:00,CMP002,CH01
T000207,C00123,2025-12-10 00:00:00,CMP003,CH02
T000208,C00124,2025-04-27 00:00:00,CMP001,CH01
T000209,C00124,2025-05-01 08:24:00,CMP005,CH03
T000210,C00124,2025-05-07 12:11:00,CMP001,CH01
T000211,C00125,2025-09-03 00:00:00,CMP003,CH02
T000212,C00125,2025-09-10 19:08:00,CMP002,CH01
T000213,C00125,2025-09-17 05:52:00,CMP002,CH01
T000214,C00127,2025-09-06 00:00:00,CMP004,CH02
T000215,C00127,2025-09-11 21:22:00,CMP004,CH02
T000216,C00128,2025-10-15 00:00:00,CMP004,CH02
T000217,C00128,2025-10-20 12:32:00,CMP003,CH02
T000218,C00129,2025-10-22 00:00:00,CMP002,CH01
T000219,C00132,2025-10-19 00:00:00,CMP001,CH01
T000220,C00132,2025-10-20 15:15:00,CMP002,CH01
T000221,C00132,2025-10-24 10:52:00,CMP005,CH03
T000222,C00133,2025-05-22 00:00:00,CMP002,CH01
T000223,C00133,2025-05-28 20:42:00,CMP002,CH01
T000224,C00133,2025-06-05 05:59:00,CMP001,CH01
T000225,C00134,2025-03-29 00:00:00,CMP004,CH02
T000226,C00134,2025-03-31 12:40:00,CMP004,CH02
T000227,C00134,2025-04-03 22:21:00,CMP001,CH01
T000228,C00135,2025-10-18 00:00:00,CMP001,CH01
T000229,C00135,2025-10-22 00:59:00,CMP004,CH02
T000230,C00136,2025-09-21 00:00:00,CMP001,CH01
T000231,C00136,2025-09-26 16:21:00,CMP005,CH03
T000232,C00136,2025-10-03 15:16:00,CMP003,CH02
T000233,C00137,2025-10-21 00:00:00,CMP005,CH03
T000234,C00137,2025-10-24 16:54:00,CMP002,CH01
T000235,C00137,2025-10-30 00:53:00,CMP003,CH02
T000236,C00139,2025-10-10 00:00:00,CMP001,CH01
T000237,C00139,2025-10-14 16:19:00,CMP005,CH03
T000238,C00139,2025-10-17 02:02:00,CMP001,CH01
T000239,C00139,2025-10-25 00:15:00,CMP001,CH01
T000240,C00140,2025-12-18 00:00:00,CMP004,CH02
T000241,C00142,2025-12-18 00:00:00,CMP003,CH02
T000242,C00142,2025-12-20 10:42:00,CMP001,CH01
T000243,C00142,2025-12-26 11:13:00,CMP003,CH02
T000244,C00143,2025-04-08 00:00:00,CMP001,CH01
T000245,C00145,2025-05-01 00:00:00,CMP005,CH03
T000246,C00147,2025-03-08 00:00:00,CMP005,CH03
T000247,C00147,2025-03-11 21:49:00,CMP001,CH01
T000248,C00149,2025-03-12 00:00:00,CMP005,CH03
T000249,C00149,2025-03-18 12:20:00,CMP001,CH01
T000250,C00149,2025-03-22 19:40:00,CMP003,CH02
T000251,C00151,2025-11-16 00:00:00,CMP002,CH01
T000252,C00152,2025-03-13 00:00:00,CMP005,CH03
T000253,C00154,2025-05-30 00:00:00,CMP002,CH01
T000254,C00154,2025-06-04 10:56:00,CMP001,CH01
T000255,C00155,2025-06-26 00:00:00,CMP003,CH02
T000256,C00155,2025-06-27 04:02:00,CMP001,CH01
T000257,C00157,2025-08-03 00:00:00,CMP005,CH03
T000258,C00158,2025-08-29 00:00:00,CMP004,CH02
T000259,C00158,2025-08-30 05:06:00,CMP003,CH02
T000260,C00160,2025-11-22 00:00:00,CMP001,CH01
T000261,C00161,2025-08-03 00:00:00,CMP002,CH01
T000262,C00161,2025-08-07 23:25:00,CMP001,CH01
T000263,C00161,2025-08-10 05:20:00,CMP001,CH01
T000264,C00162,2025-11-20 00:00:00,CMP001,CH01
T000265,C00162,2025-11-24 09:18:00,CMP002,CH01
T000266,C00162,2025-11-30 20:33:00,CMP003,CH02
T000267,C00163,2025-06-24 00:00:00,CMP003,CH02
T000268,C00164,2025-06-20 00:00:00,CMP002,CH01
T000269,C00164,2025-06-24 15:31:00,CMP004,CH02
T000270,C00165,2025-04-21 00:00:00,CMP001,CH01
T000271,C00165,2025-04-23 15:26:00,CMP004,CH02
T000272,C00165,2025-04-26 10:12:00,CMP003,CH02
T000273,C00165,2025-04-30 08:04:00,CMP002,CH01
T000274,C00166,2025-05-06 00:00:00,CMP002,CH01
T000275,C00166,2025-05-10 23:42:00,CMP005,CH03
T000276,C00166,2025-05-18 04:09:00,CMP004,CH02
T000277,C00167,2025-04-05 00:00:00,CMP001,CH01
T000278,C00167,2025-04-10 14:23:00,CMP005,CH03
T000279,C00167,2025-04-16 14:48:00,CMP001,CH01
T000280,C00168,2025-08-25 00:00:00,CMP001,CH01
T000281,C00168,2025-08-31 02:21:00,CMP003,CH02
T000282,C00169,2025-04-17 00:00:00,CMP002,CH01
T000283,C00169,2025-04-22 01:29:00,CMP002,CH01
T000284,C00170,2025-04-04 00:00:00,CMP004,CH02
T000285,C00171,2025-12-18 00:00:00,CMP004,CH02
T000286,C00171,2025-12-23 23:40:00,CMP004,CH02
T000287,C00172,2025-07-13 00:00:00,CMP004,CH02
T000288,C00173,2025-06-22 00:00:00,CMP001,CH01
T000289,C00175,2025-08-02 00:00:00,CMP001,CH01
T000290,C00176,2025-09-19 00:00:00,CMP001,CH01
T000291,C00176,2025-09-23 14:47:00,CMP002,CH01
T000292,C00176,2025-09-27 16:07:00,CMP002,CH01
T000293,C00177,2025-10-02 00:00:00,CMP004,CH02
T000294,C00177,2025-10-09 05:57:00,CMP003,CH02
T000295,C00177,2025-10-11 07:22:00,CMP001,CH01
T000296,C00178,2025-12-22 00:00:00,CMP004,CH02
T000297,C00178,2025-12-23 02:10:00,CMP002,CH01
T000298,C00178,2025-12-28 19:13:00,CMP005,CH03
T000299,C00179,2025-09-15 00:00:00,CMP003,CH02
T000300,C00179,2025-09-17 23:56:00,CMP002,CH01
T000301,C00180,2025-12-21 00:00:00,CMP004,CH02
T000302,C00180,2025-12-27 13:56:00,CMP004,CH02
T000303,C00180,2025-12-31 04:05:00,CMP003,CH02
T000304,C00182,2025-04-22 00:00:00,CMP002,CH01
T000305,C00185,2025-10-08 00:00:00,CMP005,CH03
T000306,C00185,2025-10-11 00:28:00,CMP001,CH01
T000307,C00185,2025-10-17 23:06:00,CMP002,CH01
T000308,C00186,2025-01-28 00:00:00,CMP005,CH03
T000309,C00186,2025-01-29 04:57:00,CMP003,CH02
T000310,C00187,2025-03-20 00:00:00,CMP003,CH02
T000311,C00187,2025-03-22 12:33:00,CMP001,CH01
T000312,C00187,2025-03-27 17:05:00,CMP004,CH02
T000313,C00187,2025-03-30 05:48:00,CMP004,CH02
T000314,C00188,2025-03-03 00:00:00,CMP002,CH01
T000315,C00189,2025-02-08 00:00:00,CMP003,CH02
T000316,C00189,2025-02-12 01:21:00,CMP002,CH01
T000317,C00189,2025-02-18 13:55:00,CMP003,CH02
T000318,C00189,2025-02-25 19:59:00,CMP003,CH02
T000319,C00190,2025-08-30 00:00:00,CMP005,CH03
T000320,C00191,2025-08-27 00:00:00,CMP003,CH02
T000321,C00192,2025-05-15 00:00:00,CMP001,CH01
T000322,C00193,2025-12-11 00:00:00,CMP003,CH02
T000323,C00193,2025-12-12 12:50:00,CMP001,CH01
T000324,C00193,2025-12-18 07:55:00,CMP005,CH03
T000325,C00193,2025-12-24 05:11:00,CMP003,CH02
T000326,C00194,2025-03-02 00:00:00,CMP002,CH01
T000327,C00194,2025-03-08 16:49:00,CMP004,CH02
T000328,C00194,2025-03-13 08:44:00,CMP004,CH02
T000329,C00194,2025-03-16 13:46:00,CMP002,CH01
T000330,C00195,2025-08-30 00:00:00,CMP004,CH02
T000331,C00195,2025-08-31 09:14:00,CMP001,CH01
T000332,C00195,2025-09-06 03:37:00,CMP004,CH02
T000333,C00196,2025-11-28 00:00:00,CMP005,CH03
T000334,C00196,2025-12-02 02:42:00,CMP001,CH01
T000335,C00197,2025-10-20 00:00:00,CMP005,CH03
T000336,C00197,2025-10-21 21:30:00,CMP001,CH01
T000337,C00197,2025-10-23 13:05:00,CMP004,CH02
T000338,C00197,2025-10-25 12:16:00,CMP001,CH01
T000339,C00198,2025-10-17 00:00:00,CMP002,CH01
T000340,C00198,2025-10-23 20:14:00,CMP004,CH02
T000341,C00198,2025-10-29 01:16:00,CMP001,CH01
T000342,C00199,2025-08-29 00:00:00,CMP002,CH01
T000343,C00199,2025-09-03 19:30:00,CMP002,CH01
T000344,C00199,2025-09-08 17:14:00,CMP003,CH02
T000345,C00200,2025-11-03 00:00:00,CMP002,CH01
T000346,C00200,2025-11-08 23:28:00,CMP004,CH02
T000347,C00201,2025-12-06 00:00:00,CMP003,CH02
T000348,C00204,2025-03-26 00:00:00,CMP001,CH01
T000349,C00204,2025-03-27 12:18:00,CMP001,CH01
T000350,C00206,2025-01-21 00:00:00,CMP005,CH03
T000351,C00206,2025-01-28 21:54:00,CMP002,CH01
T000352,C00209,2025-11-10 00:00:00,CMP004,CH02
T000353,C00209,2025-11-17 14:50:00,CMP002,CH01
T000354,C00209,2025-11-25 03:37:00,CMP003,CH02
T000355,C00210,2025-10-01 00:00:00,CMP001,CH01
T000356,C00210,2025-10-07 12:49:00,CMP005,CH03
T000357,C00211,2025-02-15 00:00:00,CMP004,CH02
T000358,C00212,2025-07-05 00:00:00,CMP003,CH02
T000359,C00212,2025-07-10 23:25:00,CMP003,CH02
T000360,C00213,2025-01-18 00:00:00,CMP003,CH02
T000361,C00213,2025-01-20 10:32:00,CMP002,CH01
T000362,C00213,2025-01-24 09:34:00,CMP003,CH02
T000363,C00214,2025-10-17 00:00:00,CMP003,CH02
T000364,C00215,2025-07-11 00:00:00,CMP004,CH02
T000365,C00215,2025-07-14 04:28:00,CMP004,CH02
T000366,C00217,2025-12-21 00:00:00,CMP005,CH03
T000367,C00218,2025-02-06 00:00:00,CMP005,CH03
T000368,C00218,2025-02-09 13:43:00,CMP002,CH01
T000369,C00218,2025-02-15 09:18:00,CMP003,CH02
T000370,C00219,2025-03-26 00:00:00,CMP001,CH01
T000371,C00220,2025-12-07 00:00:00,CMP001,CH01
T000372,C00221,2025-04-12 00:00:00,CMP003,CH02
T000373,C00221,2025-04-18 17:00:00,CMP004,CH02
T000374,C00223,2025-08-03 00:00:00,CMP002,CH01
T000375,C00223,2025-08-06 19:31:00,CMP003,CH02
T000376,C00223,2025-08-08 19:52:00,CMP004,CH02
T000377,C00224,2025-10-22 00:00:00,CMP003,CH02
T000378,C00226,2025-11-09 00:00:00,CMP001,CH01
T000379,C00227,2025-05-11 00:00:00,CMP003,CH02
T000380,C00227,2025-05-16 08:28:00,CMP002,CH01
T000381,C00227,2025-05-17 17:39:00,CMP003,CH02
T000382,C00227,2025-05-21 21:09:00,CMP004,CH02
T000383,C00227,2025-05-25 18:39:00,CMP005,CH03
T000384,C00228,2025-08-23 00:00:00,CMP001,CH01
T000385,C00228,2025-08-26 17:03:00,CMP004,CH02
T000386,C00229,2025-04-03 00:00:00,CMP002,CH01
T000387,C00229,2025-04-10 13:39:00,CMP005,CH03
T000388,C00229,2025-04-16 10:18:00,CMP002,CH01
T000389,C00233,2025-06-19 00:00:00,CMP002,CH01
T000390,C00233,2025-06-22 16:16:00,CMP004,CH02
T000391,C00233,2025-06-30 01:20:00,CMP001,CH01
T000392,C00236,2025-03-11 00:00:00,CMP004,CH02
T000393,C00236,2025-03-16 22:13:00,CMP002,CH01
T000394,C00238,2025-08-11 00:00:00,CMP001,CH01
T000395,C00238,2025-08-15 10:42:00,CMP005,CH03
T000396,C00238,2025-08-22 04:55:00,CMP002,CH01
T000397,C00238,2025-08-24 21:33:00,CMP001,CH01
T000398,C00238,2025-08-27 06:26:00,CMP005,CH03
T000399,C00239,2025-08-05 00:00:00,CMP004,CH02
T000400,C00239,2025-08-11 11:26:00,CMP001,CH01
T000401,C00239,2025-08-12 22:52:00,CMP003,CH02
T000402,C00240,2025-05-03 00:00:00,CMP004,CH02
T000403,C00242,2025-06-21 00:00:00,CMP003,CH02
T000404,C00242,2025-06-26 00:55:00,CMP002,CH01
T000405,C00242,2025-06-28 04:19:00,CMP001,CH01
T000406,C00243,2025-06-03 00:00:00,CMP001,CH01
T000407,C00243,2025-06-04 06:53:00,CMP002,CH01
T000408,C00244,2025-11-30 00:00:00,CMP004,CH02
T000409,C00244,2025-12-04 02:34:00,CMP002,CH01
T000410,C00244,2025-12-10 07:52:00,CMP002,CH01
T000411,C00244,2025-12-17 19:18:00,CMP001,CH01
T000412,C00246,2025-04-18 00:00:00,CMP003,CH02
T000413,C00246,2025-04-19 15:34:00,CMP004,CH02
T000414,C00246,2025-04-25 07:08:00,CMP004,CH02
T000415,C00247,2025-12-23 00:00:00,CMP004,CH02
T000416,C00248,2025-09-20 00:00:00,CMP002,CH01
T000417,C00248,2025-09-22 11:27:00,CMP002,CH01
T000418,C00248,2025-09-29 20:32:00,CMP003,CH02
T000419,C00250,2025-12-15 00:00:00,CMP003,CH02
T000420,C00250,2025-12-18 04:04:00,CMP005,CH03
T000421,C00250,2025-12-24 20:49:00,CMP003,CH02
T000422,C00250,2025-12-29 14:51:00,CMP005,CH03
T000423,C00253,2025-11-07 00:00:00,CMP003,CH02
T000424,C00255,2025-03-22 00:00:00,CMP005,CH03
T000425,C00255,2025-03-29 17:18:00,CMP002,CH01
T000426,C00257,2025-02-10 00:00:00,CMP003,CH02
T000427,C00258,2025-10-04 00:00:00,CMP003,CH02
T000428,C00258,2025-10-08 02:50:00,CMP004,CH02
T000429,C00258,2025-10-15 08:03:00,CMP004,CH02
T000430,C00258,2025-10-16 14:58:00,CMP002,CH01
T000431,C00259,2025-03-06 00:00:00,CMP004,CH02
T000432,C00259,2025-03-13 23:30:00,CMP003,CH02
T000433,C00259,2025-03-16 13:04:00,CMP004,CH02
T000434,C00259,2025-03-23 23:15:00,CMP002,CH01
T000435,C00260,2025-01-15 00:00:00,CMP004,CH02
T000436,C00260,2025-01-17 00:32:00,CMP005,CH03
T000437,C00261,2025-05-18 00:00:00,CMP002,CH01
T000438,C00262,2025-12-07 00:00:00,CMP003,CH02
T000439,C00262,2025-12-14 07:17:00,CMP003,CH02
T000440,C00263,2025-05-05 00:00:00,CMP002,CH01
T000441,C00264,2025-03-08 00:00:00,CMP004,CH02
T000442,C00264,2025-03-15 14:31:00,CMP003,CH02
T000443,C00264,2025-03-22 15:34:00,CMP002,CH01
T000444,C00264,2025-03-25 02:07:00,CMP002,CH01
T000445,C00265,2025-03-06 00:00:00,CMP004,CH02
T000446,C00267,2025-03-06 00:00:00,CMP001,CH01
T000447,C00267,2025-03-09 14:59:00,CMP005,CH03
T000448,C00272,2025-01-22 00:00:00,CMP004,CH02
T000449,C00272,2025-01-24 10:21:00,CMP002,CH01
T000450,C00272,2025-01-29 02:59:00,CMP004,CH02
T000451,C00273,2025-08-19 00:00:00,CMP004,CH02
T000452,C00273,2025-08-23 20:02:00,CMP002,CH01
T000453,C00273,2025-08-25 09:32:00,CMP005,CH03
T000454,C00273,2025-08-30 11:55:00,CMP004,CH02
T000455,C00274,2025-07-24 00:00:00,CMP004,CH02
T000456,C00274,2025-07-28 07:33:00,CMP002,CH01
T000457,C00274,2025-08-04 17:57:00,CMP003,CH02
T000458,C00274,2025-08-08 02:29:00,CMP003,CH02
T000459,C00275,2025-04-27 00:00:00,CMP001,CH01
T000460,C00275,2025-05-03 05:39:00,CMP004,CH02
T000461,C00276,2025-06-19 00:00:00,CMP002,CH01
T000462,C00276,2025-06-23 22:28:00,CMP001,CH01
T000463,C00276,2025-06-30 12:25:00,CMP001,CH01
T000464,C00277,2025-10-26 00:00:00,CMP004,CH02
