date,campaign_id,impressions,clicks,spend
2025-04-26,CMP004,8857,338,230.83
2025-04-26,CMP005,17831,447,139.05
2025-04-27,CMP001,7257,509,195.32
2025-04-27,CMP002,11563,549,339.71
2025-04-27,CMP003,10921,566,263.97
2025-04-27,CMP004,7931,351,216.71
2025-04-27,CMP005,16010,424,123.2
2025-04-28,CMP001,7130,574,188.66
2025-04-28,CMP002,10426,449,258.56
2025-04-28,CMP003,11441,564,262.69
2025-04-28,CMP004,6439,284,157.81
2025-04-28,CMP005,14387,374,113.82
2025-04-29,CMP001,8181,534,201.42
2025-04-29,CMP002,14354,593,313.11
2025-04-29,CMP003,9961,524,258.76
2025-04-29,CMP004,9084,329,215.62
2025-04-29,CMP005,12611,353,121.72
2025-04-30,CMP001,9950,694,263.82
2025-04-30,CMP002,13234,543,259.44
2025-04-30,CMP003,11076,525,229.3
2025-04-30,CMP004,6872,293,151.22
2025-04-30,CMP005,17255,405,126.59
2025-05-01,CMP001,9802,664,238.4
2025-05-01,CMP002,13551,598,357.67
2025-05-01,CMP003,9852,491,205.77
2025-05-01,CMP004,6668,263,172.34
2025-05-01,CMP005,12650,347,118.95
2025-05-02,CMP001,7240,515,196.67
2025-05-02,CMP002,11303,552,321.29
2025-05-02,CMP003,9228,435,188.76
2025-05-02,CMP004,9238,332,227.77
2025-05-02,CMP005,16532,425,109.3
2025-05-03,CMP001,7703,546,197.74
2025-05-03,CMP002,11633,523,282.43
2025-05-03,CMP003,10542,579,250.14
2025-05-03,CMP004,6624,302,205.31
2025-05-03,CMP005,14018,321,105.57
2025-05-04,CMP001,7466,509,193.2
2025-05-04,CMP002,11745,566,351.75
2025-05-04,CMP003,10448,490,189.3
2025-05-04,CMP004,9359,337,200.93
2025-05-04,CMP005,15722,354,119.27
2025-05-05,CMP001,8046,558,171.73
2025-05-05,CMP002,12277,607,356.94
2025-05-05,CMP003,9803,523,259.98
2025-05-05,CMP004,8230,334,186.38
2025-05-05,CMP005,15229,371,118.13
2025-05-06,CMP001,8325,628,206.02
2025-05-06,CMP002,10989,492,280.41
2025-05-06,CMP003,11963,752,322.91
2025-05-06,CMP004,8201,282,193.86
2025-05-06,CMP005,14793,317,107.07
2025-05-07,CMP001,9780,758,277.65
2025-05-07,CMP002,10914,545,300.5
2025-05-07,CMP003,11992,659,311.49
2025-05-07,CMP004,8711,311,177.75
2025-05-07,CMP005,17291,401,122.96
2025-05-08,CMP001,9542,616,237.61
2025-05-08,CMP002,10057,467,260.23
2025-05-08,CMP003,9905,600,251.03
2025-05-08,CMP004,8034,364,202.11
2025-05-08,CMP005,13271,296,83.33
2025-05-09,CMP001,6825,440,155.09
2025-05-09,CMP002,11514,566,334.96
2025-05-09,CMP003,8989,476,222.97
2025-05-09,CMP004,9560,369,192.11
2025-05-09,CMP005,14247,350,91.89
2025-05-10,CMP001,7027,507,191.11
2025-05-10,CMP002,12317,478,262.92
2025-05-10,CMP003,9022,458,196.51
2025-05-10,CMP004,9064,361,200.12
2025-05-10,CMP005,12265,308,81.0
2025-05-11,CMP001,7032,489,163.19
2025-05-11,CMP002,11469,566,302.05
2025-05-11,CMP003,9558,545,252.88
2025-05-11,CMP004,9298,386,216.37
2025-05-11,CMP005,17495,458,143.63
2025-05-12,CMP001,7603,567,189.48
2025-05-12,CMP002,13280,593,337.93
2025-05-12,CMP003,9818,587,253.8
2025-05-12,CMP004,7390,284,183.25
2025-05-12,CMP005,13138,357,115.59
2025-05-13,CMP001,6800,573,223.55
2025-05-13,CMP002,10987,532,266.82
2025-05-13,CMP003,10973,525,210.48
2025-05-13,CMP004,8820,389,243.61
